sample_index,segment_id,midi_path,bpm,midi_note,pitch_name,onset_time,onset_slot,gt_class,gt_name,pred_class,pred_name,pred_confidence,pred_duration_class,pred_duration_name,gt_physical_class,gt_physical_name,gt_sounding_class,gt_sounding_name,gt_physical_duration,gt_sounding_duration,pred_duration
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,71,71,1.054688,8,2,16th,1,dotted_32nd,0.758789,0,32nd,0,32nd,0,32nd,0.032552,0.032552,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,67,67,1.183594,9,1,dotted_32nd,0,32nd,0.832031,0,32nd,1,dotted_32nd,1,dotted_32nd,0.076823,0.076823,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,1.199219,10,0,32nd,1,dotted_32nd,0.586914,0,32nd,0,32nd,0,32nd,0.070312,0.070312,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,1.229167,10,2,16th,1,dotted_32nd,0.741211,0,32nd,0,32nd,0,32nd,0.042969,0.042969,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,1.226562,10,5,dotted_eighth,3,dotted_16th,0.874023,0,32nd,0,32nd,8,half,0.063802,1.088542,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,1.375,11,2,16th,0,32nd,0.909668,0,32nd,0,32nd,2,16th,0.027344,0.132812,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,1.382812,11,2,16th,1,dotted_32nd,0.787598,0,32nd,0,32nd,2,16th,0.03776,0.128906,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,1.507812,12,3,dotted_16th,0,32nd,0.686035,0,32nd,0,32nd,3,dotted_16th,0.029948,0.216146,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,1.511719,12,3,dotted_16th,2,16th,0.68457,0,32nd,0,32nd,3,dotted_16th,0.036458,0.188802,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,40,40,1.641927,13,7,dotted_quarter,5,dotted_eighth,0.855469,0,32nd,0,32nd,7,dotted_quarter,0.045573,0.713542,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,1.700521,14,3,dotted_16th,0,32nd,0.921387,0,32nd,0,32nd,3,dotted_16th,0.063802,0.178385,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,1.723958,14,2,16th,1,dotted_32nd,0.858398,0,32nd,0,32nd,2,16th,0.032552,0.152344,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,1.876302,15,3,dotted_16th,1,dotted_32nd,0.520996,0,32nd,0,32nd,3,dotted_16th,0.029948,0.183594,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,1.878906,15,3,dotted_16th,1,dotted_32nd,0.567871,0,32nd,1,dotted_32nd,3,dotted_16th,0.079427,0.167969,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,2.046875,16,5,dotted_eighth,0,32nd,0.677246,0,32nd,0,32nd,5,dotted_eighth,0.063802,0.308594,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,2.315104,19,6,quarter,4,eighth,0.98877,4,eighth,5,dotted_eighth,8,half,0.330729,0.880208,0.24
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,2.335938,19,3,dotted_16th,2,16th,0.788574,3,dotted_16th,4,eighth,8,half,0.247396,0.871094,0.208
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,66,66,2.550781,20,2,16th,1,dotted_32nd,0.882812,0,32nd,0,32nd,7,dotted_quarter,0.044271,0.627604,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,92,92,2.6875,22,3,dotted_16th,0,32nd,0.827148,0,32nd,1,dotted_32nd,3,dotted_16th,0.084635,0.1875,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,78,78,2.710938,22,3,dotted_16th,1,dotted_32nd,0.925781,0,32nd,0,32nd,3,dotted_16th,0.036458,0.18099,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,46,46,2.885417,23,5,dotted_eighth,2,16th,0.511719,0,32nd,0,32nd,6,quarter,0.03776,0.490885,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,92,92,2.875,23,6,quarter,0,32nd,0.885742,0,32nd,0,32nd,6,quarter,0.046875,0.501302,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,78,78,2.891927,23,2,16th,1,dotted_32nd,0.941895,0,32nd,0,32nd,6,quarter,0.035156,0.484375,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,3.032552,24,2,16th,0,32nd,0.961426,0,32nd,0,32nd,2,16th,0.059896,0.138021,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,3.049479,24,2,16th,0,32nd,0.943848,0,32nd,0,32nd,2,16th,0.032552,0.141927,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,86,86,3.170573,25,3,dotted_16th,0,32nd,0.926758,0,32nd,1,dotted_32nd,3,dotted_16th,0.084635,0.205729,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,3.195312,26,7,dotted_quarter,5,dotted_eighth,0.977051,5,dotted_eighth,5,dotted_eighth,5,dotted_eighth,0.356771,0.356771,0.4
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,3.191406,26,3,dotted_16th,0,32nd,0.909668,0,32nd,0,32nd,3,dotted_16th,0.027344,0.184896,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,3.207031,26,2,16th,1,dotted_32nd,0.663086,0,32nd,3,dotted_16th,3,dotted_16th,0.191406,0.191406,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,65,65,3.333333,27,2,16th,1,dotted_32nd,0.752441,2,16th,2,16th,2,16th,0.125,0.125,0.128
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,71,71,3.346354,27,2,16th,1,dotted_32nd,0.73877,0,32nd,0,32nd,0,32nd,0.028646,0.029948,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,66,66,3.483073,28,5,dotted_eighth,1,dotted_32nd,0.925293,1,dotted_32nd,4,eighth,5,dotted_eighth,0.273438,0.36849,0.096
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,85,85,3.61849,29,4,eighth,0,32nd,0.856934,0,32nd,0,32nd,4,eighth,0.049479,0.233073,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,71,71,3.626302,29,2,16th,1,dotted_32nd,0.660156,0,32nd,0,32nd,4,eighth,0.032552,0.22526,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,84,84,3.742188,30,2,16th,0,32nd,0.785645,0,32nd,0,32nd,2,16th,0.059896,0.109375,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,70,70,3.75651,30,2,16th,1,dotted_32nd,0.827148,0,32nd,0,32nd,1,dotted_32nd,0.029948,0.095052,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,65,65,3.893229,31,5,dotted_eighth,1,dotted_32nd,0.740234,2,16th,2,16th,5,dotted_eighth,0.128906,0.403646,0.144
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,55,55,3.902344,31,5,dotted_eighth,3,dotted_16th,0.371338,1,dotted_32nd,1,dotted_32nd,5,dotted_eighth,0.097656,0.394531,0.096
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,49,49,3.925781,31,5,dotted_eighth,3,dotted_16th,0.805176,0,32nd,1,dotted_32nd,5,dotted_eighth,0.079427,0.371094,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,71,71,4.14974,33,2,16th,1,dotted_32nd,0.672852,0,32nd,0,32nd,2,16th,0.03125,0.147135,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,85,85,4.153646,33,3,dotted_16th,1,dotted_32nd,0.712891,0,32nd,0,32nd,2,16th,0.059896,0.143229,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,67,67,4.308594,34,2,16th,1,dotted_32nd,0.67041,2,16th,1,dotted_32nd,1,dotted_32nd,0.106771,0.106771,0.144
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,4.356771,35,5,dotted_eighth,3,dotted_16th,0.977539,2,16th,3,dotted_16th,7,dotted_quarter,0.169271,0.751302,0.128
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,92,92,4.5,36,0,32nd,1,dotted_32nd,0.754883,0,32nd,0,32nd,3,dotted_16th,0.042969,0.165365,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,92,92,4.665365,37,3,dotted_16th,0,32nd,0.710449,0,32nd,0,32nd,8,half,0.028646,1.067708,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,46,46,4.766927,38,5,dotted_eighth,3,dotted_16th,0.78125,0,32nd,0,32nd,8,half,0.048177,0.966146,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,72,72,4.884115,39,2,16th,1,dotted_32nd,0.740723,0,32nd,0,32nd,7,dotted_quarter,0.042969,0.848958,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,56,56,5.108073,41,8,half,6,quarter,0.968262,0,32nd,2,16th,7,dotted_quarter,0.135417,0.625,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,62,62,5.10026,41,3,dotted_16th,1,dotted_32nd,0.875488,0,32nd,2,16th,7,dotted_quarter,0.139323,0.632812,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,85,85,5.263021,42,6,quarter,0,32nd,0.509766,0,32nd,5,dotted_eighth,6,quarter,0.322917,0.470052,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,65,65,5.282552,42,5,dotted_eighth,3,dotted_16th,0.38501,0,32nd,0,32nd,6,quarter,0.063802,0.450521,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,71,71,5.276042,42,6,quarter,0,32nd,0.467041,0,32nd,0,32nd,6,quarter,0.03776,0.457031,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,70,70,5.653646,45,1,dotted_32nd,0,32nd,0.54834,0,32nd,6,quarter,10,whole,0.527344,2.296875,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,5.740885,46,4,eighth,2,16th,0.269531,10,whole,4,eighth,4,eighth,0.247396,0.247396,2.256
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,63,63,5.763021,46,5,dotted_eighth,3,dotted_16th,0.563477,4,eighth,5,dotted_eighth,10,whole,0.364583,2.1875,0.288
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,64,64,6.075521,49,10,whole,8,half,0.840332,10,whole,0,32nd,10,whole,0.058594,1.867188,2.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,58,58,6.125,49,4,eighth,2,16th,0.972168,0,32nd,0,32nd,10,whole,0.053385,1.782552,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,52,52,6.386719,51,4,eighth,2,16th,0.980469,0,32nd,0,32nd,9,dotted_half,0.070312,1.563802,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,42,42,6.625,53,6,quarter,4,eighth,0.823242,0,32nd,2,16th,9,dotted_half,0.13151,1.325521,0.064
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,37,37,7.095052,57,7,dotted_quarter,5,dotted_eighth,0.988281,1,dotted_32nd,1,dotted_32nd,7,dotted_quarter,0.08724,0.855469,0.08
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,58,58,7.907552,63,7,dotted_quarter,4,eighth,0.955078,4,eighth,5,dotted_eighth,8,half,0.320312,0.93099,0.24
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,64,64,7.942708,64,3,dotted_16th,2,16th,0.713867,3,dotted_16th,4,eighth,8,half,0.222656,0.88151,0.176
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,68,68,8.154948,65,2,16th,1,dotted_32nd,0.791504,0,32nd,0,32nd,7,dotted_quarter,0.050781,0.641927,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,94,94,8.472656,68,6,quarter,0,32nd,0.801758,0,32nd,0,32nd,6,quarter,0.045573,0.479167,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,80,80,8.480469,68,3,dotted_16th,1,dotted_32nd,0.828125,0,32nd,0,32nd,6,quarter,0.032552,0.471354,0.048
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,48,48,8.527344,68,5,dotted_eighth,2,16th,0.709473,0,32nd,0,32nd,5,dotted_eighth,0.052083,0.424479,0.032
0,1,C:\Users\ToniH\Documents\GitHub\LiveScore\backend\rhythm_training\maestro_midi\2006\MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,74,74,8.664062,69,2,16th,1,dotted_32nd,0.887695,0,32nd,0,32nd,2,16th,0.023438,0.130208,0.048
